asset_price,demand_at_base_price,demand_at_base_price_lower_i0,asset_supply
1.3556214929853572,0.46745474695234585,0.5307488126426059,0.78
1.3618812893142516,0.4634675491818349,0.5264706879292274,0.78
1.368141085643146,0.4595168374816983,0.5222317115020255,0.78
1.3744008819720404,0.4556021133175441,0.5180313484509141,0.78
1.3806606783009348,0.45172288719622766,0.5138690735667515,0.78
1.3869204746298291,0.44787867846181606,0.5097443711224169,0.78
1.3931802709587233,0.4440690150970524,0.5056567346597893,0.78
1.3994400672876177,0.4402934335301484,0.5016056667824419,0.78
1.405699863616512,0.4365514784467403,0.4975906789538775,0.78
1.4119596599454063,0.4328427026068452,0.49361129130112924,0.78
1.4182194562743007,0.4291666666666666,0.4896670324235642,0.78
1.424479252603195,0.42552293900509747,0.48575743920672654,0.78
1.4307390489320895,0.4219110955547776,0.4818820566410688,0.78
1.4369988452609836,0.4183307196375675,0.47804043764542037,0.78
1.443258641589878,0.41478140180430245,0.4742321428950499,0.78
1.4495184379187722,0.41126273967870103,0.47045674065418347,0.78
1.4557782342476666,0.40777433780529754,0.4667138066128428,0.78
1.462038030576561,0.40431580750128443,0.46300292372787594,0.78
1.4682978269054554,0.4008867667121418,0.4593236820680538,0.78
1.4745576232343498,0.3974868398709457,0.45567567866311215,0.78
1.4808174195632442,0.39411565776124435,0.4520585173566228,0.78
1.4870772158921384,0.39077285738339784,0.4484718086625808,0.78
1.4933370122210328,0.3874580818242789,0.44491516962559813,0.78
1.499596808549927,0.38417098013023876,0.4413882236845998,0.78
1.5058566048788213,0.38091120718323906,0.4378906005399182,0.78
1.5121164012077157,0.37767842358006287,0.43442193602369056,0.78
1.5183761975366101,0.3744722955145117,0.43098187197346094,0.78
1.5246359938655045,0.371292494662506,0.4275700561088959,0.78
1.5308957901943987,0.36813869807000327,0.42418614191152565,0.78
1.537155586523293,0.36501058804365527,0.4208297885074226,0.78
1.5434153828521873,0.3619078520441272,0.41750066055273655,0.78
1.5496751791810817,0.3588301825820003,0.4141984281220016,0.78
1.555934975509976,0.35577727711618923,0.4109227665991419,0.78
1.5621947718388705,0.3527488379548004,0.4076733565710959,0.78
1.5684545681677649,0.34974457215836513,0.404449883723989,0.78
1.5747143644966592,0.3467641914453807,0.401252038741782,0.78
1.5809741608255536,0.34380741210009486,0.3980795172073277,0.78
1.5872339571544476,0.3408739548824736,0.3949320195057687,0.78
1.593493753483342,0.3379635449402891,0.3918092507302118,0.78
1.5997535498122364,0.33507591172327433,0.38871092058961776,0.78
1.6060133461411308,0.33221078889928274,0.38563674331884434,0.78
1.6122731424700252,0.3293679142724025,0.3825864375907854,0.78
1.6185329387989196,0.32654702970297017,0.37955972643054875,0.78
1.624792735127814,0.32374788102943425,0.3765563371316177,0.78
1.631052531456708,0.32097021799201725,0.3735760011739435,0.78
1.6373123277856023,0.3182137941581281,0.37061845414391625,0.78
1.6435721241144967,0.315478366849482,0.3676834356561651,0.78
1.649831920443391,0.31276369707087565,0.36477068927713885,0.78
1.6560917167722855,0.31006954944058046,0.3618799624504184,0.78
1.66235151310118,0.3073956921223075,0.35901100642371847,0.78
1.6686113094300743,0.30474189675870333,0.35616357617753114,0.78
1.6748711057589682,0.30210793840633876,0.3533374303553698,0.78
1.6811309020878626,0.29949359547214777,0.35053233119557164,0.78
1.687390698416757,0.29689864965128354,0.3477480444646191,0.78
1.6936504947456514,0.2943228858663512,0.34498433939193784,0.78
1.6999102910745458,0.29176609220798344,0.3422409886061375,0.78
1.7061700874034402,0.2892280598767243,0.33951776807265444,0.78
1.7124298837323346,0.2867085831261879,0.33681445703276314,0.78
1.718689680061229,0.28420745920745905,0.33413083794392007,0.78
1.724949476390123,0.2817244883147046,0.33146669642140636,0.78
1.7312092727190174,0.2792594735319641,0.3288218211812363,0.78
1.7374690690479118,0.27681222078109236,0.3261960039843015,0.78
1.7437288653768062,0.2743825387708213,0.32358903958171564,0.78
1.7499886617057006,0.2719702389469165,0.3210007256613346,0.78
1.756248458034595,0.2695751354433988,0.31843086279541877,0.78
1.7625082543634893,0.26719704503480596,0.3158792543894114,0.78
1.7687680506923833,0.26483578708946776,0.31334570663180467,0.78
1.7750278470212777,0.2624911835237692,0.31083002844506535,0.78
1.781287643350172,0.2601630587573798,0.30833203143759735,0.78
1.7875474396790665,0.2578512396694214,0.3058515298567121,0.78
1.7938072360079607,0.2555555555555556,0.3033883405425835,0.78
