output,interest_rate_IR,interest_rate_IR_lower_i0
10.100502512562814,0.1319737688442211,0.1204737688442211
10.145728643216081,0.13222896482412058,0.12072896482412059
10.190954773869347,0.1324841608040201,0.1209841608040201
10.236180904522612,0.1327393567839196,0.1212393567839196
10.28140703517588,0.1329945527638191,0.12149455276381911
10.326633165829147,0.13324974874371856,0.12174974874371856
10.371859296482413,0.13350494472361807,0.12200494472361807
10.417085427135678,0.13376014070351758,0.12226014070351758
10.462311557788945,0.13401533668341709,0.12251533668341709
10.507537688442211,0.13427053266331657,0.12277053266331657
10.552763819095478,0.13452572864321607,0.12302572864321608
10.597989949748744,0.13478092462311558,0.12328092462311559
10.64321608040201,0.13503612060301506,0.12353612060301507
10.688442211055277,0.13529131658291454,0.12379131658291455
10.733668341708544,0.13554651256281405,0.12404651256281406
10.77889447236181,0.13580170854271356,0.12430170854271358
10.824120603015075,0.13605690452261307,0.12455690452261307
10.869346733668342,0.13631210050251255,0.12481210050251255
10.91457286432161,0.13656729648241206,0.12506729648241205
10.959798994974875,0.13682249246231157,0.12532249246231156
11.00502512562814,0.13707768844221105,0.12557768844221104
11.050251256281408,0.13733288442211056,0.12583288442211057
11.095477386934673,0.13758808040201004,0.12608808040201006
11.14070351758794,0.13784327638190955,0.12634327638190954
11.185929648241206,0.13809847236180903,0.12659847236180902
11.231155778894472,0.1383536683417085,0.12685366834170853
11.27638190954774,0.13860886432160804,0.12710886432160803
11.321608040201005,0.13886406030150755,0.12736406030150754
11.366834170854272,0.13911925628140703,0.12761925628140702
11.412060301507537,0.13937445226130651,0.1278744522613065
11.457286432160805,0.139629648241206,0.128129648241206
11.50251256281407,0.13988484422110553,0.12838484422110552
11.547738693467338,0.140140040201005,0.128640040201005
11.592964824120603,0.14039523618090452,0.12889523618090454
11.63819095477387,0.14065043216080403,0.12915043216080402
11.683417085427136,0.1409056281407035,0.1294056281407035
11.728643216080402,0.141160824120603,0.12966082412060298
11.773869346733669,0.1414160201005025,0.1299160201005025
11.819095477386934,0.14167121608040198,0.130171216080402
11.864321608040202,0.14192641206030152,0.1304264120603015
11.909547738693467,0.142181608040201,0.13068160804020099
11.954773869346734,0.1424368040201005,0.13093680402010052
12.0,0.142692,0.131192
